transcript,summary
"#Person1#: Toh, mujhe apne baare mein kuch batao. #Person2#: Aap kya jaana chahte hain, Mr. Green? #Person1#: Aapka kya working experience hai? #Person2#: 2004 mein, maine Guangzhou ke paas ek trading company ke sales department mein job shuru ki. Maine sales representative ke taur par shuru kiya. Ek saal baad, mujhe sales manager ki position par promote kiya gaya. Tab se main wahi kaam kar rahi hoon, jo ab thoda sa over a year ho gaya hai. #Person1#: Oh, achha. Irene, kya aap mujhe bata sakti hain ki aap sales manager ki job kyun chhod kar yahan mere assistant ke taur par kaam karna chahti hain? Kya aapko apni present job pasand nahi hai? #Person2#: Sacchi baat yeh hai ki mujhe iske kuch hissa bahut pasand hai, lekin main kuch zyada professional chahungi. Aisa hua ki meri ek dost yahan is company mein kaam karti hai. Usne mujhe bataya ki export department ek assistant ko recruit kar raha hai. Is khabar se mujhe bahut excitement hui. Isliye main yahan hoon.",Irene Mr. Green ko apne working experience ke baare mein batati hai aur yeh kehti hai ki woh sales manager ki job chhod rahi hain kyunki unhe kuch zyada professional chahiye.
"#Person1#: Intercity Flowers. Kaise madad kar sakta hoon? #Person2#: Hi, main ek dozen red roses bhejna chahta hoon jo kal mere apartment mein mere grandparents ki wedding anniversary ke liye aaye. #Person1#: Zaroor, sir. Mujhe order complete karne ke liye kuch details chahiye. Aapka naam kya hai, please? #Person2#: Obama Anthony. #Person1#: Mr. Anthony, kya aapne pehle humse order kiya hai? #Person2#: Haan, maine kiya hai. Mere paas ek customer number hai. Ye hai UR250BUT. #Person1#: Ah, haan. Hum aapki information baad mein confirm karenge. Agar kal koi darwaza nahi khole, toh hum kya karein, sir? #Person2#: Wahan zaroor koi hoga. #Person1#: Lekin sir, sirf case mein? Kya hum unhe front door par ya neighbor ke saath chhod sakte hain? #Person2#: Theek hai. Kisi bhi neighbor ke saath chhod do. Ye theek rahega. #Person1#: Theek hai, sir. Ye aapke apartment ke liye ek dozen red roses hain. Iska total $43.50 hoga.",Obama Anthony red roses book kar raha hai. #Person1# uski information ke baare mein poochta hai aur Obama sochta hai ki agar koi darwaza nahi khole toh phool kisi bhi neighbor ke saath chhodna theek rahega.
"#Person1#: Good afternoon, aapke liye main kya kar sakta hoon? #Person2#: Mujhe apne current account se thoda paisa nikaalna hai. #Person1#: Aap kitna paisa nikaalna chahte hain? #Person2#: Mujhe 4,000 yuan nikaalna hai. #Person1#: Theek hai! Kya aap apna bank card ya bankbook le aaye hain? #Person2#: Haan! Yeh raha mera bankbook. #Person1#: Theek hai. Pehle is form ko bhar dijiye. #Person2#: Haan. Kya mujhe yahan apna naam sign karna hai? #Person1#: Bilkul. Aap kaise chahte hain? #Person2#: Mujhe 1,000 yuan traveler's checks mein chahiye aur baaki cash mein. #Person1#: Theek hai. Yeh rahe traveler's checks aur paisa. #Person2#: Bahut dhanyavaad. #Person1#: Koi baat nahi.",#Person1# #Person2# ki madad karta hai 1000 yuan traveler's checks mein aur 3000 yuan cash mein nikaalne ke liye.
"#Person1#: Hey Nick, kya kar raha hai? 
#Person2#: Zyada nahi, bas shooting range ja raha hoon. Tu aana chahega? 
#Person1#: Seriously? Matlab real weapon se fire karna? Mujhe nahi pata yaar. 
#Person2#: Haan, maza aayega! Mere paas ek 9mm pistol hai jo shoot karne mein bahut easy hai. Mere paas ek revolver bhi hai jo bahut fun hai! Range par bade targets hain jinko hum practice karne aur teri aim improve karne ke liye use kar sakte hain. 
#Person1#: Haan, yeh cool hoga! Shayad main doosre weapons jaise machine gun ya shotgun bhi try kar sakta hoon! Shayad ek rocket launcher ya anti tank missile bhi! Ya phir flame thrower! 
#Person2#: Whoa, thoda sambhal Rambo. Zyada excited mat ho. Yeh weapons toys nahi hain, aur tujhe pehle sahi se handle karna seekhna padega. Kuch basic rules hain jo tujhe follow karne hain taaki safe rahe. Jaise, kabhi bhi aise weapon ko mat chhuu jo tune khud inspect nahi kiya. Hamesha ensure kar ki chamber mein kuch nahi hai, aur kabhi bhi trigger par apna ungli mat rakh jab tak tu shoot karne ke liye ready nahi hai! 
#Person1#: Wow, mujhe nahi pata tha! Movies mein toh hamesha cool aur easy lagta hai! 
#Person2#: Reality alag hai, jaanta hai, running aur weapon fire karna movies se bahut zyada mushkil hai! Toh kya tu ready hai? 
#Person1#: Chalo karte hain!",Nick Rambo ko shooting range mein apne guns dikhata hai. Rambo ko yeh cool lagta hai aur woh doosre weapons try karna chahta hai. Nick usse rules batata hai aur weapons ke saath serious hone ko kehta hai.
"#Person1#: Mrs. Lee, main yahan almost ek hafte se hoon. Aur mujhe kal jaana hai. #Person2#: Aap jitna chahein yahan ruk sakte hain. Aap jaante hain aap hamesha yahan welcome hain. #Person1#: Dhanyavaad. Aap mere liye bahut acche rahe hain. #Person2#: Kya main aapke jaane se pehle aapke liye kuch aur kar sakta hoon? #Person1#: Nahi, dhanyavaad. Aapne mere liye bahut kuch kiya hai. Sab kuch ke liye dhanyavaad. #Person2#: Iski koi baat nahi. Main aapki company ka bahut mazaa le raha hoon.",#Person1# ne Mrs. Lee se alvida kaha aur unka hospitality ke liye dhanyavaad kiya.
"#Person1#: Yeh kahan hai? #Person2#: Mujhe airport le chalo, please. #Person1#: Kya tumhe jaldi hai? #Person2#: Mujhe wahan 1700 se pehle pahunchna hai. #Person1#: Hum time pe pahunch jayenge, sirf agar jam na ho. Tumhe pata hai rush hour hai. #Person2#: Agar tum mujhe time pe wahan le jaoge toh tumhare liye extra ten hai. #Person1#: Main apni best koshish karunga. #Person2#: Yeh raha twenty dollars. #Person1#: Kya tumhare paas chhote notes hain? #Person2#: Nahi. Agar tum isse break nahi kar sakte, toh change rakh lo. Lekin kya tum mujhe ek receipt de sakte ho? #Person1#: Yeh raha tumhara receipt. Thank you.",#Person2# ne #Person1# se kaha ki unhe airport le chalo aur agar #Person1# time pe pahunchate hain toh bonus ka vaada kiya.
"#Person1#: Main ek date ko restaurant le ja raha hoon, toh kya aap mujhe ek achhe restaurant ka pata de sakte hain? #Person2#: Bilkul! Aap dinner par kitna kharch karne ka soch rahe hain? #Person1#: Uske liye sirf best chahiye, bilkul. #Person2#: Toh is case mein, main aapko hamare hotel ke restaurant ka suggestion dunga. Chef, food, aur service sab outstanding hain. #Person1#: Maine usse promise kiya hai ki main usse restaurant le jaunga. Kya aapke paas koi aur option hai? #Person2#: Aap hamesha Gramercy Tavern ja sakte hain. Yeh kaafi popular hai, halanki iske entrees thode expensive hain. #Person1#: Zabardast food aur bahut saare patrons? Aur kya chahiye? Kripya mere liye ek table reserve kar dijiye. #Person2#: Ji sir. Aapka time bahut accha guzregaa.",#Person2# #Person1# ko dating ke liye restaurants recommend karta hai. #Person1# hotel restaurant mein rehne ka idea mana kar deta hai aur Gramercy Tavern mein reservation maangta hai.
"#Person1#: Galant mein aapka swagat hai. Main aapki kaise madad kar sakta hoon? #Person2#: Hi. Mujhe apne ghar ke liye ek internet plan chahiye. #Person1#: Bilkul. Hamare paas teen alag-alag plans hain alag-alag prices ke saath. Pehla plan sabse sasta hai lekin basic hai, jo ki tees dollar mahine ka hai. Yeh broadband internet hai jiska download speed paanch sau baarah kbps hai. #Person2#: Mujhe nahi pata kbps ka matlab kya hai. Main sirf online hona chahta hoon, games khelna aur apne doston se chat karna chahta hoon. Oh, aur movies bhi online dekhna chahta hoon. #Person1#: Well, yeh connection aapki zarurat ke liye thoda slow ho sakta hai. Main aapko suggest karunga ki aap premium package lein jo ki pachaas dollar mahine ka hai aur ismein connection speed do megabytes hai. Isse aap bina kisi lag ke online games khel sakte hain. Is package mein ek wireless router aur personal firewall bilkul free hai! #Person2#: Kya mujhe installation fee deni padegi? #Person1#: Aapki khushi ke liye, is mahine hum apni normal installation fee nahi le rahe hain. Aap yahan 100 bucks bacha rahe hain! Aur hum yeh pen drive bhi aapko denge! #Person2#: Awesome!",#Person1# ne #Person2# ko teen alag-alag internet plans introduce kiye aur #Person1# ne #Person2# ko unki zarurat ke hisaab se premium package lene ki salah di. Is mahine #Person2# installation fee bhi bacha sakte hain.
"#Person1#: Jack, election ke baare mein tumhara kya sochna hai? #Person2#: Mujhe lagta hai campaign blockbuster hai. #Person1#: Kitne logon ne election mein participate kiya hai? #Person2#: Aakhir mein 100 candidates ek seat ke liye race kiye. #Person1#: Tumhe kaun jeetne ki umeed hai? #Person2#: Kehna mushkil hai. Sabne votes ikattha karne ke liye active campaign kiya. #Person1#: Mujhe lagta hai Mr. White jeetenge, tumhe pata hai unhone is campaign mein millions kharch kiye hain aur unhone apne campaign speech mein opposition ko blast kiya. #Person2#: Shayad. Kaun jaane?",#Person1# Jack se election ke baare mein uski rai poochta hai aur #Person1# ko lagta hai ki Mr. White jeetenge.
"#Person1#: Mujhe samajh nahi aata kyun hume subway lena hai. Is jagah ko dekho. Ye itni modern hai. Lekin ye zinda nahi hai. #Person2#: Ye convenient hai. Network mein log har jagah subway se jaate hain agar wo drive nahi karte. #Person1#: Ye network nahi hai, Frida. Hum San Francisco mein hain. #Person2#: Isme kya farq hai? #Person1#: Hum yahan business ke liye nahi aaye hain, pleasure ke liye aaye hain. Hume exciting bahar jaana chahiye. Subway mein tum kya dekh sakte ho? Kuch nahi! #Person2#: Tram ya double-decker se tum kya dekh sakte ho? #Person1#: Main dekh sakta hoon log jo sidewalk par chal rahe hain. Main dekh sakta hoon gaadiyan jo sadkon par chal rahi hain. Main dekh sakta hoon suraj chamakta hua aur khoobsurat phool hawa mein naach rahe hain. Main phoolon ki khushboo aur hawa ki taazgi bhi mehsoos kar sakta hoon. #Person2#: Lekin ye subway se itna convenient nahi hai. #Person1#: Tum point miss kar rahe ho! Hum kahin jaane ke liye jaldi mein nahi hain. #Person2#: Accha, shayad tum sahi ho. Hum tram ya double-decker mein subway se zyada maze karenge. #Person1#: Main itna khush hoon ki tum aakhir kar meri baat samajh rahi ho. Kya hum ab is bore jagah se nikal sakte hain? #Person2#: Tickets ka kya? Maine to already kharid liye hain. #Person1#: Bas unhe fenk do!",#Person1# subway lene par shikayat karta hai kyunki #Person1# ko lagta hai ki wo tram ya double-decker mein zyada maze karenge. #Person2# pehle samajh nahi paata lekin baad mein #Person1# se sehmat hota hai.
"#Person1#: Kya tum toilet seat upar kar sakte ho jab tum bathroom jaate ho, please? Mujhe tumhare baad saaf karna bilkul pasand nahi hai. #Person2#: Sorry iske liye. Jab hum is topic par hain, kuch aise cheezein hain jo tum karte ho jo mujhe lately annoy kar rahi hain. #Person1#: Oh, really? #Person2#: Haan, jaise jab tum laundry washing machine mein chhod dete ho, toh kapde bura smell karte hain. #Person1#: Mujhe maaf karo. Main toh ghar ke saare chores karne mein busy hoon, kyunki tum toh clearly kisi bhi kaam ko khud nahi karne ke liye busy ho. #Person2#: Dekho, main nahi chahta tha ki hum jhagda karein. Lekin tumne shuru kiya. #Person1#: Oh, honey, mujhe maaf karo agar main rude thi. #Person2#: Nahi, tum sahi ho. Mujhe yahan zyada madad karni chahiye.",#Person1# ne #Person2# se kaha ki bathroom jaate waqt toilet seat upar karein. Phir #Person2# ne complain kiya ki #Person1# laundry washing machine mein chhod dete hain.
"#Person1#: Mujhe kuch bura khabar hai bike ke baare mein jo tumne mujhe di thi. #Person2#: Kya hua? #Person1#: Main school jaate waqt gir gaya, aur tumhari bike par scratch aa gaya. Mujhe bahut afsos hai. #Person2#: Iski chinta mat karo. Yeh nayi nahi hai, is par pehle se kuch scratches hain. Kya tumhe chot lagi? #Person1#: Nahi, shukriya. #Person2#: Yeh sabse zaroori baat hai. #Person1#: Tumhara kehna bahut accha hai. Mujhe thoda stupid mehsoos ho raha hai. #Person2#: Isse bhool jao. #Person1#: Jab tumne mujhe bike di thi, tab yeh bilkul nayi lag rahi thi, lagbhag. #Person2#: Shayad, lekin sach mein main do baar gir chuka hoon aur isse ek do baar kuch laga bhi hai. #Person1#: Main iski kadar karta hoon, shukriya.",#Person1# ne #Person2# se maafi maangi bike ke scratch hone ke liye. #Person2# ne #Person1# ko tasalli di kyunki yeh nayi bike nahi hai.
"#Person1#: Hello! #Person2#: Hi, Jenny! Jason yahan. Tumhari awaaz sunke accha laga. #Person1#: Hi, Jason! Kaafi time ho gaya. Hotel kaisa hai? #Person2#: Kaafi acha hai, lekin main jaldi hi apartment dhoondne wala hoon. Hotel mein rehna mere liye nahi hai. #Person1#: Mujhe pata hai tum kya keh rahe ho. #Person2#: Tumhara kya? Tum kab Berkeley ja rahi ho? #Person1#: Main do hafte mein ja rahi hoon. #Person2#: Itna jaldi! Achha, main chahunga ki tumse phir se milun pehle tumhare jaane se. Kya tum Friday ko mere saath bahar chalogi? Main tumhe dinner par le jaana chahta hoon aur shayad baad mein koi movie ya kuch aur. #Person1#: Oh, mujhe maaf karo, Jason. Mere paas Friday shaam ke liye pehle se plans hain. Saturday kaisa rahega? #Person2#: Saturday theek hai. Main 7 baje dinner ki reservation kar dunga. Kya yeh theek hai? #Person1#: 7 mere liye theek hai. #Person2#: Great. Main tumhe 6:30 par pick karunga. #Person1#: Main intezaar karungi.","Jason Jenny ko call karta hai aur usse Berkeley jaane ka time poochta hai. Dono chahte hain ki Jenny ke jaane se pehle milen, isliye unhone Saturday ko dinner arrange kiya."
"#Person1#: Good afternoon, kya main aapki madad kar sakta hoon? #Person2#: Maine aaj shaam ke liye 3 logon ke liye table book kiya hai. Main ise cancel karna chahta hoon. #Person1#: Kya aap apna naam bata sakte hain? #Person2#: Sure. Brown, Mike Brown. Aur humne ek table darwaze ke paas reserve kiya hai. #Person1#: Haan, mujhe dikh raha hai. Hum aapka order cancel kar denge.",#Person2# Brown ki reservation cancel karne mein madad karta hai kyunki Brown ne ek aur table reserve kiya hai.
"#Person1#: Kya tum mere saath aaj dopahar skating karne chaloge? #Person2#: Oh, main toh zaroor aana chahungi. Lekin humein apna dormitory saaf karna hai. Main absent nahi ho sakti. #Person1#: Shayad kisi aur waqt. Log kehte hain ki ladkon ke dormitories bahut gande hote hain, kya yeh sach hai? #Person2#: Asal mein, hamara dormitory unse bhi zyada bura hai jitna describe kiya ja sakta hai. #Person1#: Mujhe yeh sochna mushkil hai. Tum isse kaise sah leti ho? #Person2#: Tum dheere dheere isse aadat daal loge. #Person1#: Oh my God, kya tumhe nahi pata ki aisa rehne ka environment healthy nahi hai? #Person2#: Haan, humein pata hai. Isliye hum har teen mahine mein cleaning karte hain. #Person1#: Teen mahine? Aashcharya ki baat hai!",#Person2# #Person1# ko batata hai ki unke dormitories ka time aa gaya hai saaf karne ka kyunki wo gande hain aur wo har teen mahine mein saaf karte hain.
"#Person1#: Mujhe pyaas lagi hai. Us store ke paas ruko, main thoda drinks le loonga. #Person2#: Mujhe dar hai, main nahi kar sakta. Yahan parking allowed nahi hai. #Person1#: Oh, yeh toh bura hai. Yahan aas-paas hum kahan park kar sakte hain? #Person2#: Hamare saamne ek square hai, wahan hum car park kar sakte hain. #Person1#: Wahan koi shop hai? #Person2#: Mujhe nahi pata, tumhe pata hai main bhi is sheher se waaqif nahi hoon. #Person1#: Bas yahan thodi der ruko. Police nahi dekhegi. #Person2#: Nahi, yeh bahut risky hai. #Person1#: Theek hai. Chalo square chalte hain dekhte hain.",#Person1# #Person2# se car park karne aur drinks kharidne ke liye kehta hai. #Person2# mana karta hai kyunki yahan parking allowed nahi hai aur yeh bahut risky hai.
"#Person1#: Mere paas tumhare liye kuch achhi khabar hai. Humne decide kiya hai ki hum tumhe is weekend Shanghai business trip par bhejna chahte hain. #Person2#: Oh. #Person1#: Kya tumhe nahi lagta ki yeh tumhare liye office se kuch din bahar nikalne ka achha mauka hoga? #Person2#: Sure. #Person1#: Mujhe laga tum is baat par thoda zyada excited hoge. Sab kuch pay kiya jayega aur main apne assistant ko tumhare saath bhej dunga jo tumhare liye sab kuch sambhal lega. Tumhe sirf aaj raat train par chadhna hai. #Person2#: Train? Kya main wapas udan bharega? #Person1#: Oh, nahi. Humne tumhare liye return ticket le rakhi hai. Mujhe lagta hai tumhe yeh comfortable lagega. #Person2#: Kya train bahut crowded hogi? #Person1#: Oh nahi. Train recent mein bilkul crowded nahi rahi hai. Aur tum first-class mein ho, toh tumhe koi dikkat nahi hogi. #Person2#: Pehla meeting kab hai phir? #Person1#: Unhone negotiation meeting ko kal subah 9:00 baje schedule kiya hai. Yeh tumhe quick shower lene ka kaafi time dega. #Person2#: Main kahan rukunga? #Person1#: Humne tumhare meetings ke same hotel mein room book kiya hai, toh tumhe transportation system se zyada deal nahi karna padega. #Person2#: Yeh toh bahut sensible hai. Kya main aaj jaldi chhod sakta hoon trip ki tayyari karne ke liye? #Person1#: Yeh koi problem nahi hai. Agar tum kar sakte ho toh thodi der nap lo. Tumhe nahi pata kitna tight schedule hai is business trip ke liye.","#Person1# ne #Person2# ko #Person2# ke Shanghai business trip ke baare mein bataya, jisme transportation ka tarika, negotiation meeting ka samay, aur hotel ka location shamil hai. #Person2# phir trip ki tayyari karne ke liye chhutti maangta hai."
"#Person1#: Kya yeh Mr. Green hain? #Person2#: Yeh unka bolna hai. #Person1#: Main aapko yeh batane ke liye call kar raha hoon ki hum aapko apne saath dekhkar khush hain. Welcome aboard, mujhe yakin hai ki aapke dost ne aapko hamare school aur iske motto, teaching ke tareeqon, etc. ke baare mein bohot saari information di hogi. #Person2#: Haan. Main is mauke ke liye bohot khush hoon.",#Person2# Mr. Green ko batate hain ki Mr. Green unke saath jud sakte hain.
"#Person1#: Doctor, main school jaate waqt gir gaya. Zameen itni slippery hai barf se. Lagta hai main apne left arm ko move nahi kar paa raha hoon. #Person2#: Mujhe dekhne do. Apna sleeve roll up karo, please. Um... yeh yahan swollen aur red hai. Mujhe lagta hai humein X-ray lena padega dekhne ke liye ki kya yeh broken hai. #Person1#: Agar yeh broken hua toh? #Person2#: Toh hum tumhe cast mein daal denge. #Person1#: Cast se tumhara kya matlab hai? #Person2#: Well, hum tape aur plaster lagate hain ek solid enclosure banane ke liye taaki bones move na karein. Is tarah se yeh theek honge. Aaram se raho. Yeh tumhe hurt nahi karega. Mujhe dekhne do. X-ray picture dikhata hai ki tumhara humerus do jagah se broken hai. Aur tumhe cast teen hafton tak pehna padega. Tumhe do hafton mein wapas aana padega, taaki main ek aur baar dekh sakoon.",Doctor #Person1# se X-ray lene ke liye kehta hai aur doctor #Person1# ko cast mein daal deta hai kyunki X-ray picture dikhata hai ki #Person1# ka humerus broken hai.
"#Person1#: Chalo bus se cinema chalte hain. #Person2#: Better hai subway le lo. Yeh zyada quick aur convenient hai. #Person1#: Theek hai, mere liye yeh ek naya experience hoga. #Person2#: Yahan humare paas ek kaafi comprehensive subway system hai. Tum subway se almost kahin bhi kaafi jaldi ja sakte ho, khaas karke is waqt jab traffic heavy hai. #Person1#: Hum fare kahan pay karte hain? #Person2#: Bas wahan baithne wale aadmi ko teen yuan do aur woh tumhe ticket de dega. #Person1#: Kya mujhe train badalne ke liye additional fare dena padega? #Person2#: Nahi, tumhe nahi dena padega. Train aa rahi hai. Dhyan rakhna! Subway ke doors automatically open aur close hote hain.",#Person2# ne #Person1# ko subway lene ka suggestion diya kyunki yeh bus se zyada quick aur convenient hai. Phir #Person2# ne #Person1# ko subway ke fare ke baare mein bataya.
"#Person1#: Good morning. Miss Lee. Mera naam Alex Jones hai. Main office mein naya assistant hoon. #Person2#: Welcome aur aapse milke accha laga. Maine suna tha ki aap aaj aa rahe hain. Kya aaj aapka company mein pehla din hai? #Person1#: Haan, main sabse milne aur apne naye kaam shuru karne ke liye excited hoon. #Person2#: Pehla din aksar exciting hota hai, hai na? Yeh lo, main aapko aapke desk tak le chalta hoon. Aap is computer aur telephone ka istemal kar sakte hain aur copy machine humare saath share kar sakte hain. Aapko yeh kaisa laga? #Person1#: Yeh bahut accha hai. Iske liye shukriya, Miss Lee. #Person2#: Aapka swagat hai. Aur, please mujhe Betty bulaayein.",Alex Jones office mein naya assistant ban kar aata hai aur Betty Alex ko Alex ke desk tak le jaati hai.
"#Person1#: Hey, dost. Aaj machhliyaan bite kar rahi hain kya? #Person2#: Bilkul. Woh toh practically boat mein jump kar rahi hain. #Person1#: Aisa hai? Toh tum kis tarah ka bait use kar rahe ho? #Person2#: Hum zyada tar fish lures se pakad rahe hain. #Person1#: Lures? Hum toh yahan live bait use kar rahe hain. #Person2#: Tum live bait mein kya use kar rahe ho? Worms ya minnows? #Person1#: Hum worms use kar rahe hain. #Person2#: Kya tumhe worms se koi luck mil raha hai? #Person1#: Nahi, aaj toh humne ek bhi nibble nahi liya. #Person2#: Yeh toh bura hai. Tum lures try kyun nahi karte? #Person1#: Main karunga, par mere tackle box mein koi nahi hai. #Person2#: Yeh toh bura hai. Toh tum kahaan fishing kar rahe ho? #Person1#: Main toh shore se fishing kar raha hoon. Tumhara kya? #Person2#: Hum apni boat mein gaye the. Wahan mera favorite fishing hole hai. #Person1#: Sweet. Kya tum mujhe bata sakte ho yeh kahan hai? #Person2#: Oh nahi, main nahi bata sakta. Yeh ek secret hai. Kaho, tum lily pads ke paas jaake fishing kyun nahi karte? #Person1#: Kya tumhe lagta hai yeh achha spot hai? #Person2#: Bilkul, main wahan hamesha apna legal limit ka bass pakad leta tha. #Person1#: Thanks. Lagta hai main ab wahan check karne jaa raha hoon. #Person2#: Good luck. Mujhe umeed hai tum kuch fish pakadoge.","#Person2# lures se machhliyaan pakad raha hai aur #Person1# worms use kar raha hai, par #Person1# ko koi fish nahi mili, toh #Person1# #Person2# se fishing location ke baare mein poochta hai. #Person2# #Person1# ko lily pads ke paas fishing karne ka advice deta hai."
"#Person1#: Kya aap mujhe bata sakte ho yahan kya hua? #Person2#: Haan. Mera ek bura traffic accident hua. Dekho, meri car ek squashed coke can ki tarah lag rahi hai. #Person1#: Kya aapne car ko dekha jab usne aapko takraaya? #Person2#: Nahi, maine nahi dekha. Woh car bahut tez thi. #Person1#: Aap kis lane mein the? #Person2#: Mujhe yaad nahi. #Person1#: Aapki speed kya thi? #Person2#: 40 miles per hour. #Person1#: Aap kis direction se aa rahe the? Aur kis direction ja rahe the? #Person2#: Bas seedha. #Person1#: Theek hai, kripya apni vehicle ko road ke side mein hata lo. Hum is par check karenge. Kya aapko ambulance ki zarurat mehsoos hoti hai, Miss? #Person2#: Nahi, mujhe koi chot nahi lagi. Aapki chinta ke liye shukriya. #Person1#: Koi baat nahi, Miss.",#Person2# ka ek bura traffic accident hua aur usne #Person1# ko apne driving states jaise speed aur direction ke baare mein bataya accident se pehle.
"#Person1#: Consumer Credit Department. Kaise madad kar sakta hoon aapki? #Person2#: Mujhe car loans ke baare mein thoda info chahiye. Jaise payment periods, interest rates, aise cheezein, please. #Person1#: Bilkul. Kya aap abhi humare saath banking karte hain? #Person2#: Haan, main karta hoon. Mere paas aapke saath ek Current Account, ek credit card aur ek mortgage hai. #Person1#: Yeh toh accha hai. Toh, hamare Personal Automobile Consumer Loan ke liye hum kuch really competitive rates offer karte hain. Is type ke loan ka maximum repayment period 5 saal hai. #Person2#: Main ise 2 saal mein chukana chahta hoon. Aur interest? #Person1#: Of course, interest rates us waqt ke announcement par depend karte hain, lekin abhi ke liye, 2 saal ke loan ka interest 5.29% hai. #Person2#: Toh rate variable hai? Theek hai, yeh theek hai. Repayment ki frequency kaise hai? #Person1#: Hum usually ek direct debit system set up karte hain jo monthly basis par aapke bank account se installments directly le leta hai. Aur kyunki aap already ek valued customer hain, aapka loan application process karne mein koi dikkat nahi hogi. #Person2#: Yeh toh accha aur aasan hai. Aapka shukriya.",#Person2# Consumer Credit Department se car loans ke baare mein poochta hai aur 2 saal ka loan chahata hai. #Person1# #Person2# ko batata hai ki iska interest 5.29% hai aur repayment installments ke through kiya ja sakta hai.
"#Person1#: Toh, mujhe apne naye ghar ke baare mein batao. Yeh tumhare purane ghar se kaise alag hai? #Person2#: Well, sabse pehle, yeh kaafi bada hai. Ismein utne hi rooms hain, par har room bada hai. Hamare paas ek bada garden bhi hai, jo hamara dog ko bahut pasand hai, of course! #Person1#: Toh, yeh ek teen-bedroom detached house hai? #Person2#: Haan. Ek bedroom meri wife aur mere liye hai. Dusra hamari beti ke liye hai. Meri wife chahti hai ki teesra guest room banaye, par main chahunga ki ise study banaye. Hamari beti bhi ise study banana chahti hai, toh shayad wahi hoga. #Person1#: Kitchen kaisa hai? Mujhe pata hai ki tum dono cooking pasand karte ho. #Person2#: Yeh ek main wajah hai jisse humne yeh particular house chuna. Kitchen aur dining room saath hain. Yeh waqai mein kaafi bada hai. #Person1#: Kya rooms achhe aur bright hain? #Person2#: Haan, hain. Yeh hamare liye bahut important hai. Hum natural light wale ghar mein rehna pasand karte hain. Har room mein bade windows hain. #Person1#: Kya tumhare paas balcony hai? #Person2#: Nahi, nahi hai. Hum wish karte hain ki hoti. Yeh sirf ek cheez hai jo humne chahi thi, par nahi hai. Area bahut accha hai aur neighbours friendly lagte hain. #Person1#: Tum city ke edge par ho, hai na? Wahan zyada noise ya traffic nahi hoga. City centre tak jaana aasan hai? #Person2#: Yeh ek bahut quiet neighbourhood hai. Thoda traffic hai, par zyada nahi. City centre tak jaana itna mushkil nahi hai, par yaad rakhna left aur right sahi jagah par turn karna nahi toh tum kho jaoge. Toh tum kab drop by karne wale ho?","#Person2# #Person1# ko batata hai ki uska naya ghar teen bedrooms, ek kitchen, aur dining room ke saath hai, par yeh pehle wale se kaafi bada hai. #Person2# batata hai ki balcony nahi hai aur ghar city ke edge par hai."
"#Person1#: Kya tumne 5 par us accident ke baare mein suna? Wahan ek sixty-two-car ka pile up hua. #Person2#: Seriously! Ye kab hua? #Person1#: Aaj subah. #Person2#: Oh, nahi. #Person1#: Haan. Aur ek semi jack-knifed ho gaya jab usne fast lane mein ek stalled car ko miss karne ki koshish ki. Tum soch sakte ho uske baad kya hua. #Person2#: Sixty two cars. Oath. Kya unhe ab tak casualties ka pata hai? #Person1#: Abhi count saat tak pahunch gaya hai aur kai critical condition mein hain. #Person2#: Itna bada accident hone par ye toh bahut hi kam hai!",#Person1# ne #Person2# ko bataya ki ek sixty-two-car ka pile up hua hai aur ab tak isne kitni casualties ka kaaran bana hai.
"#Person1#: Is saal tera schedule kaisa hai? #Person2#: Kaafi busy hai. Mujhe is saal bahut saare credits lene hain. #Person1#: Tera major kya hai? #Person2#: Main French literature mein major kar raha hoon. #Person1#: Oh, kya tujhe 18th century poetry ki class nahi leni? Woh kaafi difficult hai. Maine suna hai ki us class ke students ko 100 pages ka paper likhna padta hai. #Person2#: Bilkul sahi. Humein pichle hafte assignment mila tha. #Person1#: Woh kab tak dena hai? #Person2#: Agle Monday! #Person1#: Mujhe kabhi bhi us course ke liye sign up nahi karna hai!",#Person2# #Person1# ko batata hai ki #Person2# busy hai aur #Person2# us class ko leta hai jismein lamba paper likhna padta hai.
"#Person1#: Dinner ke liye kya hai? #Person2#: Leftovers. #Person1#: Kya? Leftovers kis cheez ke aur kab ke? #Person2#: Kal raat ka! Maine leftover turkey liya, usme kuch diced peppers aur onions milaye, thoda mayonnaise daala aur sandwiches banaye! #Person1#: Lekin kya yeh dangerous nahi hai? Matlab bacteria aur germs khane par badh rahe hain jo bahar rakhe gaye ya reheat kiye gaye hain? #Person2#: Well, maine turkey ko room temperature par ek ghante se zyada nahi rakha aur khana khatam karne ke baad jaldi fridge mein daal diya. Aur jab reheating kiya, toh maine ise oven mein pandrah minute tak ek sau degree Celsius par rakha. #Person1#: Theek hai, mujhe bas food poisoning ka dar hai. #Person2#: Iski chinta mat karo! Leftovers se naya meal banana toh ek art hai! Na sirf aap paise bachaate hain, balki aap creative bhi hote hain aur kuch alag khane ko milta hai!",#Person1# ko lagta hai ki leftovers khana dangerous ho sakta hai kyunki bacteria aur germs badh sakte hain. #Person2# #Person1# ko tasalli deta hai aur uske leftovers ko reproduce karne ki tareeke ki tareef karta hai.
